"filename", "language", "Markdown", "C", "C++", "Makefile", "CMake", "Python", "YAML", "Ruby", "Shell Script", "Properties", "Handlebars", "JSON", "reStructuredText", "HTML", "JavaScript", "CSS", "pip requirements", "comment", "blank", "total"
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_corner_right.c", "C", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 106
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_corner_right_large.c", "C", 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 168
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_cover_1.c", "C", 0, 724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 735
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_cover_1_large.c", "C", 0, 1739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 1751
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_cover_2.c", "C", 0, 724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 735
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_cover_2_large.c", "C", 0, 1739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 1750
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_cover_3.c", "C", 0, 724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 735
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_cover_3_large.c", "C", 0, 1739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 1750
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_icon_1.c", "C", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 131
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_icon_1_large.c", "C", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 160
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_icon_2.c", "C", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 131
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_icon_2_large.c", "C", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 163
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_icon_3.c", "C", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 131
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_icon_3_large.c", "C", 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 167
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_icon_4.c", "C", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 131
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_icon_4_large.c", "C", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 159
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_list_border.c", "C", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 50
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_list_border_large.c", "C", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 67
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_logo.c", "C", 0, 412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 423
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_slider_knob.c", "C", 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 186
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_slider_knob_large.c", "C", 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 302
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_wave_bottom.c", "C", 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 203
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_wave_bottom_large.c", "C", 0, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 334
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_wave_top.c", "C", 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 203
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\img_lv_demo_music_wave_top_large.c", "C", 0, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 334
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\spectrum.py", "Python", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\spectrum_1.h", "C++", 0, 0, 446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 447
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\spectrum_2.h", "C++", 0, 0, 782, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 783
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\assets\spectrum_3.h", "C++", 0, 0, 1025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1026
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\lv_demo_music.c", "C", 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 36, 277
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\lv_demo_music.h", "C++", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 57
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\lv_demo_music_list.c", "C", 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 39, 229
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\lv_demo_music_list.h", "C++", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 46
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\lv_demo_music_main.c", "C", 0, 811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 144, 1011
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\music\lv_demo_music_main.h", "C++", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 48
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\stress\README.md", "Markdown", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\stress\lv_demo_stress.c", "C", 0, 357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 77, 475
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\stress\lv_demo_stress.h", "C++", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 44
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\widgets\assets\img_clothes.c", "C", 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 262
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\widgets\assets\img_demo_widgets_avatar.c", "C", 0, 643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 654
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\widgets\assets\img_lvgl_logo.c", "C", 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 210
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\widgets\lv_demo_widgets.c", "C", 0, 1307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 254, 1605
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\widgets\lv_demo_widgets.h", "C++", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 41
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\demos\widgets\lv_demo_widgets.py", "Python", 0, 0, 0, 0, 0, 457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 93, 573
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\CHANGELOG.md", "Markdown", 1832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 277, 2109
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\CODE_OF_CONDUCT.md", "Markdown", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 47
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\CODING_STYLE.md", "Markdown", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 124
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\CONTRIBUTING.md", "Markdown", 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 297
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\ROADMAP.md", "Markdown", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\_ext\lv_example.py", "Python", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 99
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\_static\css\custom.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 2, 20, 133
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\_static\css\fontawesome.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 5
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\_static\js\custom.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 8, 9, 58
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\_templates\layout.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 4, 32
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\_templates\page.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 7, 83
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\build.py", "Python", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 75
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\conf.py", "Python", 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 59, 260
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\example_list.py", "Python", 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 126
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\bindings\cpp.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\bindings\index.md", "Markdown", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\bindings\micropython.md", "Markdown", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 93
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\index.md", "Markdown", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\os\freertos.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\os\index.md", "Markdown", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\os\nuttx.md", "Markdown", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 98
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\os\rt-thread.md", "Markdown", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 49
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\os\zephyr.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\platforms\arduino.md", "Markdown", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 85
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\platforms\cmake.md", "Markdown", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 90
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\platforms\espressif.md", "Markdown", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 59
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\platforms\index.md", "Markdown", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\platforms\nxp.md", "Markdown", 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 183
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\platforms\pc-simulator.md", "Markdown", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 101
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\platforms\renesas.md", "Markdown", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 130
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\platforms\stm32.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\platforms\tasmota-berry.md", "Markdown", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 74
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\get-started\quick-overview.md", "Markdown", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 267
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\index.md", "Markdown", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 39
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\intro\index.md", "Markdown", 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 216
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\layouts\flex.md", "Markdown", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 120
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\layouts\grid.md", "Markdown", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 114
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\layouts\index.md", "Markdown", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\bmp.md", "Markdown", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 39
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\ffmpeg.md", "Markdown", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 37
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\freetype.md", "Markdown", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 51
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\fsdrv.md", "Markdown", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 46
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\gif.md", "Markdown", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 39
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\index.md", "Markdown", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\png.md", "Markdown", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\qrcode.md", "Markdown", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 39
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\rlottie.md", "Markdown", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 107
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\sjpg.md", "Markdown", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 73
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\libs\tiny_ttf.md", "Markdown", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 36
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\others\fragment.md", "Markdown", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 78
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\others\gridnav.md", "Markdown", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 57
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\others\ime_pinyin.md", "Markdown", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 151
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\others\imgfont.md", "Markdown", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\others\index.md", "Markdown", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\others\monkey.md", "Markdown", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 36
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\others\msg.md", "Markdown", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 98
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\others\snapshot.md", "Markdown", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 64
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\animation.md", "Markdown", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 145
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\color.md", "Markdown", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 154
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\coords.md", "Markdown", 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 364
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\display.md", "Markdown", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 104
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\drawing.md", "Markdown", 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 222
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\event.md", "Markdown", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 174
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\file-system.md", "Markdown", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 132
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\font.md", "Markdown", 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 268
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\image.md", "Markdown", 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 331
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\indev.md", "Markdown", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 151
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\index.md", "Markdown", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\layer.md", "Markdown", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 57
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\new_widget.md", "Markdown", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\object.md", "Markdown", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 224
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\renderers\arm-2d.md", "Markdown", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 33
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\renderers\dma2d.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\renderers\index.md", "Markdown", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"c:\Users\slj\Desktop\Elabel\managed_components\lvgl__lvgl\docs\overview\renderers\pxp-vglite.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5
